2025-10-13 02:21:55 | iot_test_files/test_scenario_attack/test.encrypted | Confidence: 96.0% | Reason: Rule-based alerts: High entropy detected: 7.81 (threshold: 7.5)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/normal_file_12.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (52 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/normal_file_12.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (52 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_device_8.cfg.encrypted | Confidence: 0.0% | Reason: High entropy (6.96)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_device_8.cfg.encrypted | Confidence: 0.0% | Reason: High entropy (6.96)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_device_8.cfg.encrypted | Confidence: 0.0% | Reason: Rapid file access (53 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_device_8.cfg.encrypted | Confidence: 0.0% | Reason: Rapid file access (53 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_5_1760338301.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (54 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_5_1760338301.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (54 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_5_1760338301.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (55 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_5_1760338301.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (55 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_006.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.52)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_006.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.52)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_006.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (56 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_006.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (56 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_006.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.52)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_006.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.52)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_006.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (57 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_006.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (57 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/normal_file_18.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (58 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/normal_file_18.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (58 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_12_1760338529.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (59 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_12_1760338529.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (59 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_12_1760338529.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (60 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_12_1760338529.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (60 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/sensor_data_17.json.encrypted | Confidence: 0.0% | Reason: Rapid file access (61 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/sensor_data_17.json.encrypted | Confidence: 0.0% | Reason: Rapid file access (61 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/normal_file_15.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (62 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/normal_file_15.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (62 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_003.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.63)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_003.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.63)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_003.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (63 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_003.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (63 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_003.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.63)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_003.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.63)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_003.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (64 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/device_003.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (64 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_5_1760338277.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (65 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_5_1760338277.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (65 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_5_1760338277.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (66 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/config_5_1760338277.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (66 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/log_1760338506_9644.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.36)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/log_1760338506_9644.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.36)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/log_1760338506_9644.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (67 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/log_1760338506_9644.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (67 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/READ_ME_FOR_DECRYPT.txt | Confidence: 0.0% | Reason: Rapid file access (68 files)
2025-10-17 23:37:25 | iot_test_files/normal_encrypted/READ_ME_FOR_DECRYPT.txt | Confidence: 0.0% | Reason: Rapid file access (68 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_14.txt | Confidence: 0.0% | Reason: Rapid file access (16 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_14.txt | Confidence: 0.0% | Reason: Rapid file access (16 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_15.txt | Confidence: 0.0% | Reason: Rapid file access (17 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_15.txt | Confidence: 0.0% | Reason: Rapid file access (17 files)
2025-10-17 23:50:59,564 - ALERT - I/O error accessing iot_test_files/normal/normal_file_8.txt: [Errno 2] No such file or directory: 'iot_test_files/normal/normal_file_8.txt'. Skipping analysis.
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_15.txt | Confidence: 0.0% | Reason: Rapid file access (16 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_15.txt | Confidence: 0.0% | Reason: Rapid file access (16 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_16.txt | Confidence: 0.0% | Reason: Rapid file access (18 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_16.txt | Confidence: 0.0% | Reason: Rapid file access (18 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_17.txt | Confidence: 0.0% | Reason: Rapid file access (19 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_17.txt | Confidence: 0.0% | Reason: Rapid file access (19 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_18.txt | Confidence: 0.0% | Reason: Rapid file access (20 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_18.txt | Confidence: 0.0% | Reason: Rapid file access (20 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_16.txt | Confidence: 0.0% | Reason: Rapid file access (17 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_19.txt | Confidence: 0.0% | Reason: Rapid file access (21 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_16.txt | Confidence: 0.0% | Reason: Rapid file access (17 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_19.txt | Confidence: 0.0% | Reason: Rapid file access (21 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_17.txt | Confidence: 0.0% | Reason: Rapid file access (18 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_17.txt | Confidence: 0.0% | Reason: Rapid file access (18 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_18.txt | Confidence: 0.0% | Reason: Rapid file access (19 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_18.txt | Confidence: 0.0% | Reason: Rapid file access (19 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_19.txt | Confidence: 0.0% | Reason: Rapid file access (20 files)
2025-10-17 23:50:59 | iot_test_files/normal/normal_file_19.txt | Confidence: 0.0% | Reason: Rapid file access (20 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_16_1760337003.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.68)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_16_1760337003.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.68)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/device_001.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.43)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/device_001.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.43)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_16_1760337003.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.68)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_16_1760337003.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.68)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337178_3358.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.42)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337178_3358.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.42)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337323_9773.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.33)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337323_9773.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.33)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/system_log_10.log.encrypted | Confidence: 0.0% | Reason: High entropy (6.97)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/system_log_10.log.encrypted | Confidence: 0.0% | Reason: High entropy (6.97)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338506_9644.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.47)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338506_9644.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.47)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/device_001.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.43)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_35_1760338205.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.26)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_35_1760338205.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.26)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/device_001.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.43)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338429_6970.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.37)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338429_6970.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.37)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_24_1760338085.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.58)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_24_1760338085.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.58)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338175_8534.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.54)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338175_8534.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.54)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/device_008.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.41)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/device_008.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.41)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/normal_file_12.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (16 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/normal_file_12.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (16 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/READ_ME_FOR_DECRYPT.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.97)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/READ_ME_FOR_DECRYPT.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.97)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/READ_ME_FOR_DECRYPT.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (17 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/READ_ME_FOR_DECRYPT.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (17 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_15.dat.encrypted | Confidence: 0.0% | Reason: High entropy (7.13)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_15.dat.encrypted | Confidence: 0.0% | Reason: High entropy (7.13)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337178_3358.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.42)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_15.dat.encrypted | Confidence: 0.0% | Reason: Rapid file access (18 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_15.dat.encrypted | Confidence: 0.0% | Reason: Rapid file access (18 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_15.dat.encrypted | Confidence: 0.0% | Reason: High entropy (7.13)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_15.dat.encrypted | Confidence: 0.0% | Reason: High entropy (7.13)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337178_3358.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.42)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_15.dat.encrypted | Confidence: 0.0% | Reason: Rapid file access (19 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_15.dat.encrypted | Confidence: 0.0% | Reason: Rapid file access (19 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_29_1760338253.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (20 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_29_1760338253.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (20 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338417_8571.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.33)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338417_8571.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.33)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338417_8571.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (21 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338417_8571.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (21 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338417_8571.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.33)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338417_8571.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.33)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338417_8571.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (22 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338417_8571.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (22 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/device_006.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.53)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/device_006.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.53)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/device_006.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (23 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/device_006.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (23 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/normal_file_14.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (24 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/normal_file_14.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (24 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/normal_file_6.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (25 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/normal_file_6.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (25 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_14_1760338637.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (26 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_14_1760338637.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (26 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/normal_file_7.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (27 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/normal_file_7.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (27 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_19.dat.encrypted | Confidence: 0.0% | Reason: High entropy (6.98)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337323_9773.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.33)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_19.dat.encrypted | Confidence: 0.0% | Reason: High entropy (6.98)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_19.dat.encrypted | Confidence: 0.0% | Reason: Rapid file access (28 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_19.dat.encrypted | Confidence: 0.0% | Reason: Rapid file access (28 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337323_9773.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.33)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_19.dat.encrypted | Confidence: 0.0% | Reason: High entropy (6.98)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_19.dat.encrypted | Confidence: 0.0% | Reason: High entropy (6.98)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_19.dat.encrypted | Confidence: 0.0% | Reason: Rapid file access (29 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/system_log_10.log.encrypted | Confidence: 0.0% | Reason: High entropy (6.97)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_19.dat.encrypted | Confidence: 0.0% | Reason: Rapid file access (29 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/system_log_10.log.encrypted | Confidence: 0.0% | Reason: High entropy (6.97)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/system_log_14.log.encrypted | Confidence: 0.0% | Reason: High entropy (6.56)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/system_log_14.log.encrypted | Confidence: 0.0% | Reason: High entropy (6.56)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/system_log_14.log.encrypted | Confidence: 0.0% | Reason: Rapid file access (30 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/system_log_14.log.encrypted | Confidence: 0.0% | Reason: Rapid file access (30 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337105_7414.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.88)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337105_7414.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.88)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337105_7414.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (31 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337105_7414.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (31 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338506_9644.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.47)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_13_1760337219.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (32 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_13_1760337219.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (32 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338506_9644.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.47)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_11.dat.encrypted | Confidence: 0.0% | Reason: High entropy (6.97)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_11.dat.encrypted | Confidence: 0.0% | Reason: High entropy (6.97)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_11.dat.encrypted | Confidence: 0.0% | Reason: Rapid file access (33 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/backup_data_11.dat.encrypted | Confidence: 0.0% | Reason: Rapid file access (33 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/normal_file_16.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (34 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/normal_file_16.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (34 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/device_002.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.55)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/device_002.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.55)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/device_002.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (35 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/device_002.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (35 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_18_1760337963.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.14)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_18_1760337963.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.14)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_18_1760337963.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (36 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_18_1760337963.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (36 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337335_9128.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.79)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337335_9128.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.79)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337335_9128.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (37 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760337335_9128.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (37 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338356_5549.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.49)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338356_5549.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.49)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338356_5549.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (38 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/log_1760338356_5549.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (38 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_12_1760338529.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (39 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_12_1760338529.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (39 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_35_1760338205.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.26)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_43_1760336943.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.16)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_43_1760336943.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.16)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_43_1760336943.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (40 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_43_1760336943.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (40 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/config_35_1760338205.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.26)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/normal_file_2.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (41 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/normal_file_2.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (41 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/sensor_data_1.json.encrypted | Confidence: 0.0% | Reason: High entropy (6.41)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/sensor_data_1.json.encrypted | Confidence: 0.0% | Reason: High entropy (6.41)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/sensor_data_1.json.encrypted | Confidence: 0.0% | Reason: Rapid file access (42 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/sensor_data_1.json.encrypted | Confidence: 0.0% | Reason: Rapid file access (42 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/sensor_data_1.json.encrypted | Confidence: 0.0% | Reason: High entropy (6.41)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/sensor_data_1.json.encrypted | Confidence: 0.0% | Reason: High entropy (6.41)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/sensor_data_1.json.encrypted | Confidence: 0.0% | Reason: Rapid file access (43 files)
2025-10-17 23:51:09 | iot_test_files/normal_encrypted/sensor_data_1.json.encrypted | Confidence: 0.0% | Reason: Rapid file access (43 files)
